Datum;Schätzer_Neuerkrankungen;UG_PI_Neuerkrankungen;OG_PI_Neuerkrankungen;Schätzer_Neuerkrankungen_ma4;UG_PI_Neuerkrankungen_ma4;OG_PI_Neuerkrankungen_ma4;Schätzer_Reproduktionszahl_R;UG_PI_Reproduktionszahl_R;OG_PI_Reproduktionszahl_R;Schätzer_7_Tage_R_Wert;UG_PI_7_Tage_R_Wert;OG_PI_7_Tage_R_Wert
19.03.2020;4727;4668;4794;5318;5257;5379;1,25;1,24;1,26;1,24;1,23;1,24
20.03.2020;5325;5265;5392;5144;5083;5207;1,06;1,05;1,06;1,13;1,13;1,14
21.03.2020;4441;4387;4498;4946;4887;5007;0,97;0,96;0,98;1,04;1,03;1,04
22.03.2020;3809;3760;3868;4576;4520;4638;0,86;0,86;0,87;0,98;0,97;0,98
23.03.2020;5149;5090;5218;4681;4625;4744;0,88;0,87;0,89;0,92;0,91;0,92
24.03.2020;4071;4008;4136;4368;4311;4430;0,85;0,84;0,86;0,89;0,89;0,90
25.03.2020;4422;4361;4488;4363;4304;4427;0,88;0,87;0,89;0,90;0,89;0,90
26.03.2020;3996;3937;4062;4409;4349;4476;0,96;0,95;0,97;0,88;0,88;0,89
27.03.2020;4126;4067;4193;4153;4093;4220;0,89;0,88;0,90;0,90;0,89;0,90
28.03.2020;3886;3834;3941;4107;4050;4171;0,94;0,93;0,95;0,91;0,90;0,91
29.03.2020;3263;3208;3321;3818;3761;3879;0,88;0,87;0,89;0,90;0,90;0,91
30.03.2020;4391;4331;4450;3916;3860;3976;0,89;0,88;0,90;0,92;0,92;0,93
31.03.2020;3579;3510;3636;3780;3721;3837;0,91;0,90;0,92;0,93;0,92;0,93
01.04.2020;4036;3974;4107;3817;3756;3878;0,93;0,92;0,94;0,93;0,93;0,94
02.04.2020;3731;3666;3797;3934;3870;3997;1,03;1,02;1,04;0,95;0,94;0,95
03.04.2020;3730;3674;3791;3769;3706;3833;0,96;0,95;0,97;0,93;0,93;0,94
04.04.2020;3006;2944;3064;3626;3564;3690;0,96;0,95;0,97;0,92;0,92;0,93
05.04.2020;2693;2647;2745;3290;3233;3349;0,86;0,85;0,87;0,89;0,89;0,90
06.04.2020;3345;3290;3405;3194;3139;3251;0,81;0,80;0,82;0,89;0,88;0,89
07.04.2020;3051;2992;3106;3024;2968;3080;0,80;0,79;0,81;0,87;0,87;0,88
08.04.2020;2874;2822;2934;2991;2937;3047;0,82;0,81;0,83;0,85;0,84;0,86
09.04.2020;2694;2648;2744;2991;2938;3047;0,91;0,90;0,92;0,83;0,82;0,83
10.04.2020;2323;2269;2370;2735;2682;2788;0,86;0,85;0,87;0,81;0,80;0,81
11.04.2020;2013;1973;2065;2476;2428;2528;0,82;0,81;0,83;0,81;0,81;0,82
12.04.2020;1952;1908;2005;2246;2199;2296;0,75;0,74;0,76;0,78;0,78;0,79
13.04.2020;1885;1834;1936;2043;1996;2094;0,68;0,67;0,69;0,78;0,78;0,79
14.04.2020;1945;1900;1992;1949;1904;1999;0,71;0,70;0,72;0,78;0,77;0,78
15.04.2020;1938;1890;1982;1930;1883;1978;0,78;0,77;0,79;0,76;0,75;0,76
16.04.2020;1752;1697;1797;1880;1830;1926;0,84;0,82;0,85;0,78;0,77;0,79
17.04.2020;1645;1598;1686;1820;1771;1864;0,89;0,87;0,91;0,80;0,79;0,81
18.04.2020;1435;1396;1474;1692;1645;1735;0,87;0,85;0,88;0,81;0,80;0,82
19.04.2020;1305;1261;1344;1534;1488;1575;0,79;0,78;0,81;0,84;0,83;0,85
20.04.2020;1579;1535;1622;1491;1447;1531;0,79;0,78;0,81;0,84;0,83;0,85
21.04.2020;1349;1301;1394;1417;1373;1458;0,78;0,76;0,79;0,83;0,82;0,83
22.04.2020;1296;1251;1341;1382;1337;1425;0,82;0,80;0,83;0,83;0,82;0,84
23.04.2020;1265;1224;1308;1372;1328;1416;0,89;0,87;0,91;0,81;0,80;0,82
24.04.2020;1149;1101;1194;1265;1219;1309;0,85;0,83;0,87;0,81;0,80;0,82
25.04.2020;1001;966;1036;1178;1135;1220;0,83;0,81;0,85;0,82;0,81;0,83
26.04.2020;905;869;943;1080;1040;1120;0,78;0,76;0,80;0,82;0,81;0,83
27.04.2020;1103;1065;1141;1040;1000;1078;0,76;0,74;0,78;0,82;0,81;0,83
28.04.2020;946;912;981;989;953;1025;0,78;0,76;0,80;0,81;0,80;0,82
29.04.2020;863;824;897;954;917;991;0,81;0,79;0,83;0,81;0,80;0,82
30.04.2020;938;905;973;962;926;998;0,89;0,87;0,92;0,81;0,80;0,83
01.05.2020;815;780;846;890;855;924;0,86;0,83;0,88;0,82;0,81;0,83
02.05.2020;739;705;777;839;803;873;0,85;0,83;0,87;0,85;0,84;0,86
03.05.2020;755;722;785;812;778;845;0,85;0,83;0,87;0,86;0,85;0,87
04.05.2020;890;849;931;800;764;834;0,83;0,81;0,85;0,89;0,87;0,90
05.05.2020;820;789;850;801;766;835;0,90;0,88;0,93;0,90;0,89;0,92
06.05.2020;741;702;776;801;765;835;0,96;0,93;0,98;0,89;0,87;0,90
07.05.2020;702;674;738;788;753;824;0,97;0,95;1,00;0,90;0,88;0,91
08.05.2020;678;643;707;735;702;768;0,92;0,89;0,95;0,89;0,87;0,90
09.05.2020;582;554;612;676;643;708;0,84;0,81;0,87;0,87;0,86;0,89
10.05.2020;555;528;581;629;599;659;0,79;0,76;0,81;0,87;0,86;0,88
11.05.2020;667;635;700;620;590;650;0,79;0,76;0,81;0,85;0,84;0,87
12.05.2020;620;586;652;606;575;636;0,82;0,80;0,85;0,85;0,84;0,86
13.05.2020;586;556;615;607;576;637;0,90;0,87;0,93;0,85;0,83;0,86
14.05.2020;525;495;555;599;568;630;0,95;0,92;0,99;0,89;0,87;0,91
15.05.2020;678;649;714;602;571;634;0,97;0,94;1,01;0,92;0,91;0,94
16.05.2020;558;528;594;587;557;619;0,97;0,93;1,01;0,93;0,91;0,95
17.05.2020;444;419;467;551;523;582;0,91;0,88;0,94;0,96;0,94;0,97
18.05.2020;616;579;644;574;544;604;0,96;0,92;0,99;0,92;0,90;0,94
19.05.2020;469;443;501;521;492;551;0,87;0,84;0,90;0,92;0,90;0,94
20.05.2020;563;530;589;523;493;550;0,89;0,85;0,93;0,91;0,89;0,93
21.05.2020;387;363;414;509;479;537;0,92;0,89;0,96;0,85;0,83;0,87
22.05.2020;386;363;409;451;425;478;0,79;0,75;0,82;0,83;0,81;0,85
23.05.2020;364;343;386;425;400;449;0,81;0,78;0,85;0,82;0,80;0,83
24.05.2020;372;343;400;377;353;402;0,72;0,69;0,75;0,81;0,79;0,83
25.05.2020;467;441;498;397;372;423;0,78;0,75;0,82;0,87;0,85;0,89
26.05.2020;433;407;459;409;383;435;0,91;0,87;0,95;0,89;0,86;0,91
27.05.2020;456;433;483;432;406;460;1,02;0,98;1,06;0,90;0,89;0,93
28.05.2020;377;355;402;433;409;460;1,15;1,11;1,20;0,94;0,92;0,96
29.05.2020;347;330;370;403;381;428;1,02;0,97;1,06;0,92;0,90;0,94
30.05.2020;291;269;311;368;347;391;0,90;0,85;0,95;0,92;0,90;0,94
31.05.2020;269;245;293;321;300;344;0,74;0,71;0,78;0,88;0,86;0,89
01.06.2020;328;303;352;309;287;332;0,71;0,68;0,74;0,89;0,86;0,91
02.06.2020;439;414;463;332;308;355;0,82;0,79;0,86;0,89;0,87;0,92
03.06.2020;399;374;429;359;334;384;0,97;0,93;1,02;0,91;0,89;0,94
04.06.2020;341;318;364;377;352;402;1,17;1,12;1,24;0,95;0,93;0,98
05.06.2020;320;298;343;374;351;399;1,21;1,16;1,27;0,96;0,93;0,98
06.06.2020;301;277;322;340;316;364;1,03;0,98;1,09;0,96;0,94;0,99
07.06.2020;235;215;257;299;277;321;0,83;0,79;0,88;1,01;0,99;1,04
08.06.2020;412;390;439;317;295;340;0,84;0,81;0,88;1,03;1,01;1,05
09.06.2020;448;421;472;349;325;372;0,93;0,90;0,97;1,04;1,01;1,06
10.06.2020;433;404;456;382;357;406;1,12;1,07;1,18;1,07;1,04;1,09
11.06.2020;371;345;396;416;390;441;1,39;1,33;1,46;1,05;1,02;1,08
12.06.2020;371;347;394;406;379;429;1,28;1,22;1,33;1,07;1,05;1,10
13.06.2020;365;340;392;385;359;409;1,10;1,05;1,14;1,11;1,08;1,13
14.06.2020;358;329;388;366;340;392;0,96;0,92;1,00;1,19;1,16;1,21
15.06.2020;642;612;678;434;407;463;1,04;1,00;1,09;1,42;1,39;1,46
16.06.2020;1116;1080;1151;620;590;652;1,53;1,47;1,59;1,47;1,44;1,51
17.06.2020;663;631;697;695;663;729;1,80;1,74;1,87;1,47;1,44;1,50
18.06.2020;535;504;568;739;707;773;2,02;1,94;2,09;1,42;1,39;1,46
19.06.2020;570;537;598;721;688;753;1,66;1,60;1,72;1,19;1,17;1,21
20.06.2020;470;441;498;559;528;590;0,90;0,87;0,93;1,12;1,10;1,14
21.06.2020;368;343;396;485;456;515;0,70;0,67;0,72;1,04;1,02;1,06
22.06.2020;475;448;500;470;442;498;0,64;0,62;0,66;0,83;0,81;0,84
23.06.2020;432;407;463;436;410;464;0,60;0,58;0,63;0,76;0,75;0,78
24.06.2020;466;438;493;435;409;463;0,78;0,74;0,81;0,73;0,72;0,74
25.06.2020;405;379;429;445;418;471;0,92;0,88;0,95;0,73;0,71;0,74
26.06.2020;431;408;459;434;408;461;0,92;0,88;0,96;0,84;0,82;0,86
27.06.2020;356;330;382;415;388;441;0,95;0,91;0,99;0,87;0,85;0,89
28.06.2020;314;289;339;377;351;402;0,87;0,83;0,90;0,89;0,87;0,91
29.06.2020;421;396;447;381;355;407;0,86;0,82;0,89;0,93;0,91;0,95
30.06.2020;435;409;462;382;356;407;0,88;0,84;0,91;0,94;0,92;0,97
01.07.2020;405;380;429;394;368;419;0,95;0,91;0,99;0,94;0,92;0,96
02.07.2020;338;317;361;400;375;425;1,06;1,02;1,11;0,93;0,90;0,95
03.07.2020;348;324;368;382;357;405;1,00;0,96;1,05;0,90;0,88;0,93
04.07.2020;297;278;321;347;324;370;0,91;0,87;0,96;0,92;0,90;0,94
05.07.2020;293;270;316;319;297;341;0,81;0,78;0,85;0,92;0,90;0,95
06.07.2020;377;355;399;329;307;351;0,82;0,79;0,86;0,93;0,91;0,95
07.07.2020;373;351;397;335;313;358;0,88;0,84;0,92;0,93;0,91;0,95
08.07.2020;357;335;381;350;328;373;1,01;0,96;1,05;0,95;0,93;0,98
09.07.2020;376;345;403;371;346;395;1,16;1,11;1,22;1,00;0,98;1,03
10.07.2020;430;403;454;384;358;409;1,17;1,12;1,23;1,07;1,04;1,09
11.07.2020;385;358;409;387;360;412;1,16;1,11;1,21;1,12;1,09;1,15
12.07.2020;363;339;390;388;361;414;1,11;1,07;1,16;1,17;1,14;1,20
13.07.2020;543;514;571;430;403;456;1,16;1,11;1,21;1,19;1,16;1,21
14.07.2020;514;484;547;451;424;479;1,17;1,13;1,23;1,22;1,19;1,25
15.07.2020;555;531;583;494;467;522;1,28;1,22;1,33;1,22;1,19;1,25
16.07.2020;470;442;500;521;493;550;1,34;1,29;1,39;1,19;1,16;1,22
17.07.2020;533;507;562;518;491;548;1,21;1,16;1,26;1,17;1,14;1,19
18.07.2020;490;465;520;512;486;541;1,14;1,09;1,19;1,14;1,12;1,17
19.07.2020;515;485;549;502;475;532;1,02;0,98;1,06;1,16;1,13;1,18
20.07.2020;689;655;721;557;528;588;1,07;1,03;1,11;1,18;1,15;1,20
21.07.2020;702;667;741;599;568;632;1,16;1,12;1,20;1,19;1,17;1,22
22.07.2020;736;706;771;661;628;695;1,29;1,24;1,34;1,20;1,18;1,23
23.07.2020;687;653;718;704;670;737;1,40;1,35;1,46;1,20;1,18;1,22
24.07.2020;693;659;724;705;671;738;1,27;1,22;1,31;1,17;1,15;1,20
25.07.2020;615;581;647;683;649;715;1,14;1,10;1,18;1,14;1,13;1,16
26.07.2020;605;574;640;650;616;682;0,98;0,95;1,02;1,12;1,09;1,14
27.07.2020;819;780;857;683;648;717;0,97;0,93;1,01;1,09;1,07;1,11
28.07.2020;773;740;811;703;668;739;1,00;0,96;1,03;1,06;1,04;1,08
29.07.2020;742;705;786;734;699;773;1,08;1,04;1,11;1,06;1,04;1,08
30.07.2020;757;717;800;773;735;813;1,19;1,15;1,23;1,05;1,03;1,07
31.07.2020;780;743;818;763;726;803;1,12;1,08;1,16;1,08;1,05;1,10
01.08.2020;824;783;860;776;737;816;1,10;1,07;1,15;1,13;1,11;1,15
02.08.2020;902;862;949;816;776;857;1,11;1,07;1,15;1,17;1,15;1,19
03.08.2020;1078;1026;1122;896;853;937;1,16;1,11;1,20;1,19;1,17;1,21
04.08.2020;978;938;1022;945;902;988;1,24;1,20;1,28;1,19;1,17;1,21
05.08.2020;984;936;1027;985;940;1030;1,27;1,23;1,31;1,17;1,15;1,19
06.08.2020;1005;964;1050;1011;966;1055;1,24;1,20;1,28;1,16;1,15;1,19
07.08.2020;1050;1003;1094;1004;960;1048;1,12;1,08;1,16;1,16;1,14;1,18
08.08.2020;1008;963;1054;1012;966;1056;1,07;1,04;1,11;1,13;1,12;1,15
09.08.2020;1037;984;1085;1025;978;1071;1,04;1,01;1,08;1,14;1,12;1,16
10.08.2020;1405;1361;1454;1125;1077;1172;1,11;1,08;1,14;1,15;1,12;1,16
11.08.2020;1326;1274;1384;1194;1145;1244;1,19;1,16;1,22;1,16;1,15;1,18
12.08.2020;1322;1267;1371;1272;1221;1323;1,26;1,22;1,29;1,19;1,17;1,21
13.08.2020;1345;1291;1395;1349;1298;1401;1,32;1,28;1,35;1,17;1,16;1,19
14.08.2020;1313;1265;1363;1326;1274;1378;1,18;1,15;1,21;1,15;1,13;1,16
15.08.2020;1213;1164;1258;1298;1247;1346;1,09;1,06;1,12;1,12;1,10;1,13
16.08.2020;1173;1120;1220;1261;1210;1309;0,99;0,96;1,02;1,07;1,06;1,09
17.08.2020;1415;1365;1474;1279;1228;1329;0,95;0,92;0,97;1,06;1,04;1,07
18.08.2020;1463;1407;1524;1316;1264;1369;0,99;0,96;1,02;1,03;1,01;1,04
19.08.2020;1298;1241;1346;1337;1283;1391;1,03;1,00;1,06;0,99;0,97;1,01
20.08.2020;1143;1094;1193;1330;1277;1384;1,05;1,03;1,08;0,97;0,96;0,99
21.08.2020;1164;1116;1219;1267;1214;1320;0,99;0,96;1,02;0,95;0,94;0,96
22.08.2020;1112;1064;1165;1180;1128;1231;0,90;0,87;0,92;0,95;0,94;0,96
23.08.2020;1160;1111;1217;1145;1096;1198;0,86;0,83;0,88;0,97;0,96;0,99
24.08.2020;1441;1393;1503;1220;1171;1276;0,92;0,89;0,94;0,97;0,96;0,99
25.08.2020;1320;1275;1370;1259;1211;1314;0,99;0,97;1,03;0,97;0,96;0,99
26.08.2020;1208;1169;1256;1282;1237;1336;1,09;1,06;1,12;0,99;0,97;1,00
27.08.2020;1227;1189;1270;1299;1256;1350;1,13;1,10;1,17;0,98;0,97;0,99
28.08.2020;1138;1085;1184;1223;1179;1270;1,00;0,98;1,03;0,98;0,97;0,99
29.08.2020;966;917;1007;1135;1090;1179;0,90;0,88;0,93;0,97;0,96;0,99
30.08.2020;1026;983;1066;1090;1043;1132;0,85;0,83;0,88;0,95;0,94;0,97
31.08.2020;1352;1303;1398;1121;1072;1163;0,86;0,84;0,88;0,97;0,96;0,99
01.09.2020;1472;1422;1522;1204;1156;1248;0,98;0,96;1,02;1,01;0,99;1,02
02.09.2020;1330;1283;1378;1295;1248;1341;1,14;1,11;1,18;1,03;1,01;1,04
03.09.2020;1257;1209;1302;1353;1304;1400;1,24;1,21;1,28;1,05;1,04;1,07
04.09.2020;1278;1237;1323;1334;1287;1381;1,19;1,16;1,23;1,06;1,05;1,07
05.09.2020;1168;1121;1218;1259;1212;1305;1,05;1,02;1,08;1,08;1,06;1,09
06.09.2020;1300;1247;1343;1251;1203;1296;0,97;0,94;0,99;1,10;1,09;1,12
07.09.2020;1605;1560;1653;1338;1291;1384;0,99;0,96;1,01;1,10;1,08;1,11
08.09.2020;1599;1543;1659;1418;1368;1468;1,06;1,04;1,09;1,11;1,09;1,12
09.09.2020;1618;1564;1674;1530;1478;1582;1,22;1,19;1,24;1,12;1,10;1,13
10.09.2020;1645;1591;1696;1617;1564;1670;1,29;1,26;1,32;1,12;1,11;1,13
11.09.2020;1632;1589;1687;1623;1572;1679;1,21;1,19;1,24;1,15;1,13;1,16
12.09.2020;1538;1485;1594;1608;1557;1663;1,13;1,11;1,16;1,14;1,13;1,15
13.09.2020;1590;1544;1635;1601;1552;1653;1,05;1,02;1,07;1,15;1,14;1,16
14.09.2020;2132;2072;2195;1723;1672;1778;1,07;1,05;1,08;1,15;1,13;1,16
15.09.2020;1975;1918;2027;1809;1754;1863;1,11;1,09;1,13;1,13;1,12;1,15
16.09.2020;1876;1828;1930;1893;1840;1947;1,18;1,15;1,20;1,11;1,10;1,12
17.09.2020;1735;1674;1795;1929;1873;1987;1,21;1,18;1,23;1,07;1,06;1,08
18.09.2020;1723;1675;1774;1827;1773;1881;1,06;1,04;1,08;1,03;1,02;1,04
19.09.2020;1515;1461;1572;1712;1659;1768;0,95;0,93;0,97;1,02;1,01;1,03
20.09.2020;1648;1596;1711;1655;1601;1713;0,87;0,86;0,89;1,01;1,00;1,03
21.09.2020;2183;2117;2246;1767;1712;1826;0,92;0,90;0,94;1,02;1,01;1,03
22.09.2020;2139;2080;2196;1871;1813;1931;1,02;1,00;1,05;1,04;1,03;1,05
23.09.2020;2078;2015;2133;2012;1952;2071;1,18;1,15;1,20;1,06;1,05;1,07
24.09.2020;2057;1993;2112;2114;2051;2172;1,28;1,25;1,30;1,09;1,08;1,10
25.09.2020;2175;2113;2239;2112;2050;2170;1,20;1,17;1,22;1,11;1,10;1,12
26.09.2020;1928;1867;1989;2059;1997;2118;1,10;1,08;1,12;1,11;1,10;1,12
27.09.2020;1905;1845;1964;2016;1955;2076;1,00;0,98;1,02;1,12;1,11;1,13
28.09.2020;2657;2568;2767;2166;2098;2239;1,02;1,00;1,05;1,13;1,12;1,14
29.09.2020;2777;2665;2908;2317;2236;2407;1,10;1,07;1,12;1,15;1,13;1,16
30.09.2020;2806;2690;2925;2536;2442;2641;1,23;1,20;1,26;1,19;1,17;1,21
01.10.2020;2989;2857;3102;2807;2695;2925;1,39;1,36;1,43;1,23;1,22;1,25
02.10.2020;3375;3236;3522;2987;2862;3114;1,38;1,35;1,41;1,27;1,25;1,30
03.10.2020;3343;3148;3543;3128;2983;3273;1,35;1,32;1,39;1,31;1,29;1,34
04.10.2020;3472;3319;3626;3295;3140;3448;1,30;1,26;1,34;1,36;1,33;1,39
05.10.2020;4670;4373;4992;3715;3519;3921;1,32;1,28;1,37;1,38;1,34;1,41
06.10.2020;4770;4464;5100;4064;3826;4315;1,36;1,31;1,42;1,38;1,35;1,42
07.10.2020;4867;4423;5320;4445;4145;4760;1,42;1,36;1,49;1,37;1,33;1,42
08.10.2020;4918;4347;5460;4806;4402;5218;1,46;1,38;1,53;1,34;1,29;1,39
09.10.2020;5273;4461;6084;4957;4424;5491;1,33;1,26;1,42;1,30;1,25;1,36
10.10.2020;5113;4318;5817;5043;4387;5670;1,24;1,14;1,34;1,27;1,21;1,33
11.10.2020;5327;4333;6213;5158;4365;5893;1,16;1,06;1,27;1,26;1,19;1,34
12.10.2020;6763;5267;8363;5619;4595;6619;1,17;1,06;1,30;1,25;1,15;1,36
13.10.2020;7001;4396;9536;6051;4578;7482;1,22;1,06;1,38;1,25;1,14;1,37
14.10.2020;7064;4616;9569;6539;4653;8420;1,30;1,10;1,49;1,25;1,12;1,39
15.10.2020;7036;4352;9812;6966;4658;9320;1,35;1,11;1,64;.;.;.
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Erläuterung;;;;;;;;;;;;
;;;;;;;;;;;;
Datum: "Datum des Erkrankungsbeginns";;;;;;;;;;;;
Schätzer_Neuerkrankungen: "Punktschätzer der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
UG_PI_Neuerkrankungen "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
OG_PI_Neuerkrankungen "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
Schätzer_Neuerkankungen_ma4 "Punktschätzer der Anzahl Neuerkrankungen";;;;;;;;;;;;
UG_PI_Neuerkrankungen_ma4 "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
OG_PI_Neuerkrankungen_ma4 "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
Schätzer_Reproduktionszahl_R "Punktschätzer der Reproduktionszahl R";;;;;;;;;;;;
UG_PI_Reproduktionszahl_R "Untere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
OG_PI_Reproduktionszahl_R "Obere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
Schätzer_7_Tage_R_Wert "Punktschätzer des 7-Tage-R Wertes" ;;;;;;;;;;;;
UG_PI_7_Tage_R_Wert "Untere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
OG_PI_7_Tage_R_Wert "Obere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
