Datum;Schätzer_Neuerkrankungen;UG_PI_Neuerkrankungen;OG_PI_Neuerkrankungen;Schätzer_Neuerkrankungen_ma4;UG_PI_Neuerkrankungen_ma4;OG_PI_Neuerkrankungen_ma4;Schätzer_Reproduktionszahl_R;UG_PI_Reproduktionszahl_R;OG_PI_Reproduktionszahl_R;Schätzer_7_Tage_R_Wert;UG_PI_7_Tage_R_Wert;OG_PI_7_Tage_R_Wert
18.04.2020;1435;1394;1478;1691;1648;1739;0,87;0,85;0,88;0,81;0,80;0,81
19.04.2020;1307;1267;1351;1534;1493;1580;0,80;0,78;0,81;0,84;0,83;0,85
20.04.2020;1576;1536;1618;1491;1450;1535;0,79;0,78;0,81;0,84;0,83;0,85
21.04.2020;1349;1302;1388;1416;1375;1459;0,78;0,76;0,79;0,83;0,82;0,83
22.04.2020;1295;1250;1337;1382;1339;1423;0,82;0,80;0,83;0,83;0,82;0,84
23.04.2020;1267;1224;1311;1372;1328;1413;0,89;0,88;0,91;0,81;0,80;0,82
24.04.2020;1149;1102;1187;1265;1219;1305;0,85;0,83;0,87;0,81;0,80;0,82
25.04.2020;1004;968;1041;1179;1136;1219;0,83;0,82;0,85;0,82;0,82;0,83
26.04.2020;900;865;939;1080;1040;1119;0,78;0,77;0,80;0,82;0,81;0,83
27.04.2020;1101;1064;1141;1039;1000;1077;0,76;0,74;0,77;0,82;0,81;0,83
28.04.2020;942;910;982;987;951;1025;0,78;0,76;0,80;0,81;0,80;0,82
29.04.2020;865;833;897;952;918;989;0,81;0,79;0,83;0,81;0,80;0,82
30.04.2020;938;908;976;962;929;999;0,89;0,87;0,91;0,81;0,80;0,82
01.05.2020;815;788;847;890;860;925;0,86;0,84;0,88;0,82;0,81;0,83
02.05.2020;741;707;775;840;809;874;0,85;0,83;0,87;0,85;0,84;0,86
03.05.2020;753;722;793;812;781;848;0,85;0,83;0,88;0,86;0,85;0,88
04.05.2020;890;860;928;800;769;836;0,83;0,81;0,86;0,89;0,87;0,90
05.05.2020;818;788;856;801;769;838;0,90;0,87;0,93;0,90;0,89;0,92
06.05.2020;742;711;774;801;770;838;0,95;0,93;0,98;0,89;0,87;0,90
07.05.2020;705;666;735;789;756;823;0,97;0,94;1,00;0,90;0,88;0,91
08.05.2020;678;648;711;736;703;769;0,92;0,89;0,95;0,89;0,87;0,90
09.05.2020;582;551;615;677;644;709;0,85;0,82;0,87;0,87;0,86;0,89
10.05.2020;555;518;591;630;596;663;0,79;0,76;0,81;0,87;0,86;0,88
11.05.2020;667;638;697;621;589;654;0,79;0,76;0,82;0,85;0,84;0,87
12.05.2020;620;587;654;606;574;639;0,82;0,80;0,85;0,85;0,83;0,86
13.05.2020;586;554;614;607;574;639;0,90;0,87;0,93;0,85;0,83;0,86
14.05.2020;524;496;555;599;569;630;0,95;0,92;0,99;0,89;0,87;0,90
15.05.2020;678;646;708;602;571;633;0,97;0,93;1,00;0,92;0,90;0,94
16.05.2020;558;533;584;586;557;615;0,97;0,94;1,00;0,93;0,91;0,95
17.05.2020;445;416;472;551;523;580;0,91;0,87;0,94;0,96;0,94;0,97
18.05.2020;613;586;642;574;545;601;0,96;0,93;0,99;0,92;0,90;0,94
19.05.2020;469;438;501;521;493;550;0,87;0,84;0,90;0,92;0,90;0,94
20.05.2020;563;536;595;523;494;552;0,89;0,86;0,92;0,91;0,89;0,93
21.05.2020;391;369;420;509;482;539;0,92;0,89;0,96;0,85;0,83;0,87
22.05.2020;384;362;410;452;426;481;0,79;0,76;0,82;0,83;0,82;0,85
23.05.2020;365;341;387;426;402;453;0,82;0,79;0,85;0,82;0,80;0,84
24.05.2020;371;345;400;378;354;404;0,72;0,69;0,76;0,81;0,79;0,83
25.05.2020;466;438;495;397;371;423;0,78;0,75;0,81;0,87;0,85;0,89
26.05.2020;435;410;462;409;384;436;0,91;0,87;0,94;0,89;0,87;0,91
27.05.2020;454;431;479;431;406;459;1,01;0,97;1,05;0,90;0,88;0,92
28.05.2020;378;352;404;433;408;460;1,15;1,09;1,20;0,94;0,92;0,96
29.05.2020;347;323;372;404;379;429;1,02;0,98;1,06;0,92;0,90;0,94
30.05.2020;292;270;315;368;344;393;0,90;0,86;0,94;0,92;0,90;0,94
31.05.2020;268;250;290;321;299;345;0,75;0,71;0,78;0,88;0,86;0,90
01.06.2020;329;305;353;309;287;332;0,71;0,68;0,75;0,89;0,87;0,91
02.06.2020;439;414;465;332;310;356;0,82;0,79;0,86;0,89;0,87;0,92
03.06.2020;398;375;425;359;336;383;0,98;0,93;1,02;0,91;0,89;0,94
04.06.2020;342;318;363;377;353;401;1,17;1,11;1,23;0,95;0,93;0,98
05.06.2020;321;297;345;375;351;399;1,21;1,16;1,28;0,96;0,93;0,98
06.06.2020;301;280;323;341;317;364;1,03;0,98;1,07;0,96;0,94;0,99
07.06.2020;236;217;257;300;278;322;0,84;0,80;0,88;1,01;0,99;1,04
08.06.2020;413;387;439;318;295;341;0,84;0,80;0,88;1,03;1,01;1,05
09.06.2020;445;417;476;349;325;374;0,93;0,89;0,97;1,04;1,01;1,07
10.06.2020;431;405;460;381;356;408;1,12;1,08;1,17;1,06;1,04;1,09
11.06.2020;368;341;393;414;387;442;1,38;1,31;1,44;1,05;1,03;1,08
12.06.2020;373;351;394;404;378;431;1,27;1,22;1,33;1,07;1,05;1,09
13.06.2020;367;344;394;385;360;410;1,10;1,05;1,16;1,11;1,08;1,13
14.06.2020;357;332;385;366;342;391;0,96;0,91;1,01;1,19;1,16;1,21
15.06.2020;645;612;680;435;410;463;1,05;1,01;1,09;1,42;1,40;1,46
16.06.2020;1117;1087;1152;621;594;653;1,54;1,48;1,59;1,48;1,44;1,51
17.06.2020;662;628;698;695;665;729;1,81;1,74;1,88;1,47;1,44;1,51
18.06.2020;535;509;569;740;709;775;2,02;1,93;2,10;1,42;1,39;1,45
19.06.2020;568;540;591;721;691;752;1,66;1,60;1,71;1,19;1,17;1,22
20.06.2020;470;441;503;559;529;590;0,90;0,87;0,93;1,12;1,11;1,14
21.06.2020;367;342;398;485;458;515;0,70;0,68;0,72;1,03;1,02;1,05
22.06.2020;476;451;507;470;443;500;0,64;0,62;0,66;0,83;0,81;0,84
23.06.2020;432;408;461;436;410;467;0,61;0,58;0,63;0,76;0,75;0,78
24.06.2020;465;437;497;435;409;466;0,78;0,75;0,81;0,73;0,71;0,74
25.06.2020;405;379;430;445;419;474;0,92;0,88;0,95;0,73;0,71;0,74
26.06.2020;432;403;457;434;407;461;0,92;0,88;0,97;0,84;0,81;0,85
27.06.2020;356;331;381;414;388;441;0,95;0,91;0,99;0,87;0,85;0,89
28.06.2020;313;292;339;377;351;402;0,87;0,83;0,91;0,89;0,87;0,91
29.06.2020;421;396;446;380;355;406;0,86;0,82;0,89;0,93;0,91;0,95
30.06.2020;434;408;462;381;357;407;0,88;0,84;0,91;0,94;0,92;0,96
01.07.2020;405;380;432;393;369;419;0,95;0,91;0,99;0,94;0,92;0,96
02.07.2020;337;314;359;399;374;425;1,06;1,01;1,10;0,92;0,90;0,95
03.07.2020;346;325;368;380;356;405;1,00;0,95;1,04;0,90;0,88;0,93
04.07.2020;297;274;322;346;323;370;0,91;0,86;0,95;0,92;0,90;0,94
05.07.2020;295;277;318;319;297;342;0,81;0,78;0,85;0,92;0,91;0,95
06.07.2020;377;355;404;329;308;353;0,82;0,79;0,86;0,93;0,91;0,95
07.07.2020;371;350;395;335;314;360;0,88;0,84;0,92;0,93;0,91;0,96
08.07.2020;356;330;384;350;328;375;1,01;0,97;1,05;0,96;0,93;0,98
09.07.2020;378;356;405;371;348;397;1,16;1,10;1,21;1,01;0,98;1,03
10.07.2020;430;406;457;384;360;410;1,17;1,12;1,21;1,07;1,04;1,10
11.07.2020;387;364;412;388;364;414;1,16;1,10;1,21;1,12;1,09;1,14
12.07.2020;361;336;387;389;365;415;1,11;1,06;1,16;1,17;1,14;1,19
13.07.2020;543;519;568;430;406;456;1,16;1,11;1,21;1,19;1,16;1,21
14.07.2020;515;486;542;451;426;477;1,18;1,12;1,23;1,22;1,19;1,26
15.07.2020;555;528;584;493;467;520;1,27;1,23;1,33;1,23;1,20;1,26
16.07.2020;470;443;497;521;494;548;1,34;1,29;1,39;1,19;1,16;1,22
17.07.2020;534;510;562;519;491;546;1,21;1,16;1,25;1,17;1,14;1,19
18.07.2020;490;461;520;512;485;541;1,14;1,10;1,18;1,14;1,12;1,17
19.07.2020;516;486;545;503;475;531;1,02;0,98;1,06;1,16;1,13;1,18
20.07.2020;689;656;726;557;528;588;1,07;1,03;1,12;1,18;1,15;1,20
21.07.2020;704;669;737;600;568;632;1,16;1,11;1,20;1,19;1,17;1,22
22.07.2020;735;704;767;661;628;694;1,29;1,25;1,34;1,20;1,18;1,22
23.07.2020;684;650;717;703;669;737;1,40;1,36;1,45;1,20;1,18;1,22
24.07.2020;694;659;726;704;670;737;1,26;1,22;1,31;1,17;1,16;1,19
25.07.2020;615;584;649;682;649;715;1,14;1,10;1,18;1,14;1,13;1,16
26.07.2020;606;577;639;650;617;683;0,98;0,95;1,02;1,12;1,10;1,13
27.07.2020;819;784;857;684;651;718;0,97;0,94;1,01;1,09;1,07;1,11
28.07.2020;770;735;803;702;670;737;1,00;0,97;1,03;1,06;1,04;1,08
29.07.2020;741;706;774;734;700;768;1,08;1,04;1,11;1,06;1,04;1,08
30.07.2020;759;720;799;772;736;808;1,19;1,15;1,23;1,05;1,03;1,07
31.07.2020;778;739;814;762;725;797;1,11;1,08;1,15;1,08;1,06;1,09
01.08.2020;821;779;861;775;736;812;1,10;1,06;1,14;1,13;1,11;1,15
02.08.2020;900;863;943;814;775;854;1,11;1,07;1,15;1,17;1,15;1,19
03.08.2020;1080;1030;1121;895;852;935;1,16;1,12;1,19;1,19;1,17;1,21
04.08.2020;981;944;1024;946;904;987;1,24;1,20;1,28;1,19;1,17;1,21
05.08.2020;987;937;1035;987;943;1031;1,27;1,23;1,32;1,17;1,15;1,20
06.08.2020;1003;952;1050;1013;965;1057;1,24;1,20;1,28;1,17;1,15;1,19
07.08.2020;1054;1011;1097;1006;961;1052;1,12;1,09;1,16;1,16;1,14;1,18
08.08.2020;1008;964;1059;1013;966;1060;1,07;1,04;1,11;1,13;1,12;1,15
09.08.2020;1038;991;1086;1026;979;1073;1,04;1,01;1,08;1,14;1,12;1,16
10.08.2020;1405;1362;1461;1126;1082;1176;1,11;1,08;1,15;1,15;1,13;1,16
11.08.2020;1330;1283;1378;1195;1150;1246;1,19;1,15;1,23;1,16;1,14;1,18
12.08.2020;1316;1263;1364;1272;1225;1322;1,26;1,22;1,30;1,19;1,17;1,21
13.08.2020;1341;1286;1396;1348;1298;1399;1,31;1,28;1,35;1,17;1,15;1,19
14.08.2020;1312;1263;1361;1325;1274;1375;1,18;1,14;1,21;1,14;1,13;1,16
15.08.2020;1214;1166;1265;1296;1244;1346;1,08;1,05;1,11;1,12;1,10;1,13
16.08.2020;1174;1116;1227;1260;1207;1312;0,99;0,96;1,02;1,07;1,06;1,09
17.08.2020;1415;1375;1461;1279;1230;1328;0,95;0,92;0,97;1,06;1,04;1,07
18.08.2020;1463;1415;1514;1317;1268;1367;0,99;0,96;1,02;1,03;1,01;1,04
19.08.2020;1298;1245;1345;1338;1288;1387;1,03;1,01;1,06;0,99;0,98;1,00
20.08.2020;1139;1095;1186;1329;1282;1376;1,05;1,03;1,08;0,97;0,96;0,99
21.08.2020;1164;1120;1210;1266;1218;1314;0,99;0,97;1,01;0,95;0,94;0,96
22.08.2020;1113;1066;1155;1179;1131;1224;0,90;0,87;0,92;0,95;0,94;0,96
23.08.2020;1161;1115;1207;1144;1099;1189;0,86;0,83;0,88;0,97;0,96;0,99
24.08.2020;1442;1380;1496;1220;1170;1267;0,92;0,90;0,94;0,97;0,96;0,99
25.08.2020;1325;1286;1369;1260;1212;1307;1,00;0,97;1,02;0,98;0,96;0,99
26.08.2020;1208;1159;1253;1284;1235;1331;1,09;1,06;1,12;0,99;0,97;1,00
27.08.2020;1231;1184;1282;1301;1252;1350;1,14;1,11;1,16;0,98;0,97;0,99
28.08.2020;1134;1087;1178;1225;1179;1270;1,00;0,98;1,03;0,98;0,97;0,99
29.08.2020;966;927;1006;1135;1089;1179;0,90;0,88;0,92;0,97;0,96;0,99
30.08.2020;1030;988;1073;1090;1046;1135;0,85;0,83;0,87;0,95;0,94;0,97
31.08.2020;1351;1303;1398;1120;1076;1164;0,86;0,84;0,89;0,97;0,96;0,99
01.09.2020;1472;1425;1523;1205;1161;1250;0,98;0,96;1,01;1,01;0,99;1,02
02.09.2020;1330;1280;1379;1296;1249;1343;1,14;1,12;1,17;1,02;1,01;1,04
03.09.2020;1260;1213;1307;1353;1305;1402;1,24;1,21;1,28;1,05;1,04;1,07
04.09.2020;1274;1230;1322;1334;1287;1382;1,19;1,16;1,23;1,06;1,05;1,07
05.09.2020;1169;1119;1208;1258;1210;1304;1,04;1,02;1,07;1,08;1,06;1,09
06.09.2020;1302;1252;1351;1251;1203;1297;0,97;0,94;0,99;1,10;1,09;1,12
07.09.2020;1603;1554;1654;1337;1288;1384;0,99;0,96;1,01;1,10;1,08;1,11
08.09.2020;1603;1560;1649;1419;1371;1465;1,06;1,04;1,09;1,11;1,09;1,12
09.09.2020;1619;1569;1677;1532;1483;1583;1,22;1,19;1,25;1,12;1,10;1,13
10.09.2020;1648;1599;1701;1618;1570;1670;1,29;1,27;1,32;1,12;1,11;1,14
11.09.2020;1632;1581;1680;1625;1577;1676;1,22;1,19;1,25;1,15;1,13;1,16
12.09.2020;1537;1490;1588;1609;1560;1661;1,13;1,11;1,16;1,14;1,13;1,16
13.09.2020;1592;1543;1646;1602;1553;1654;1,05;1,02;1,07;1,15;1,14;1,16
14.09.2020;2137;2081;2197;1725;1674;1778;1,07;1,04;1,09;1,15;1,13;1,16
15.09.2020;1982;1905;2050;1812;1755;1870;1,12;1,09;1,14;1,13;1,12;1,15
16.09.2020;1870;1808;1929;1896;1834;1955;1,18;1,15;1,20;1,11;1,10;1,13
17.09.2020;1732;1664;1798;1930;1864;1993;1,20;1,18;1,23;1,07;1,05;1,08
18.09.2020;1722;1672;1773;1827;1762;1888;1,06;1,04;1,08;1,03;1,02;1,05
19.09.2020;1522;1456;1580;1711;1650;1770;0,94;0,92;0,96;1,02;1,00;1,03
20.09.2020;1645;1587;1706;1655;1595;1714;0,87;0,85;0,90;1,01;1,00;1,03
21.09.2020;2185;2107;2271;1769;1706;1833;0,92;0,90;0,94;1,02;1,01;1,03
22.09.2020;2141;2075;2212;1873;1807;1942;1,03;1,00;1,05;1,04;1,02;1,05
23.09.2020;2084;2010;2175;2014;1945;2091;1,18;1,15;1,20;1,06;1,04;1,07
24.09.2020;2064;1999;2135;2119;2048;2198;1,28;1,25;1,31;1,09;1,08;1,11
25.09.2020;2157;2076;2237;2112;2040;2190;1,19;1,16;1,22;1,11;1,09;1,12
26.09.2020;1911;1828;2004;2054;1978;2138;1,10;1,07;1,13;1,11;1,09;1,12
27.09.2020;1910;1824;1996;2011;1932;2093;1,00;0,97;1,03;1,11;1,09;1,13
28.09.2020;2622;2463;2768;2150;2048;2251;1,02;0,98;1,04;1,12;1,10;1,14
29.09.2020;2759;2606;2909;2301;2180;2419;1,09;1,05;1,12;1,14;1,12;1,16
30.09.2020;2783;2622;2955;2519;2379;2657;1,23;1,19;1,26;1,19;1,16;1,21
01.10.2020;2995;2753;3230;2790;2611;2965;1,39;1,33;1,44;1,23;1,20;1,26
02.10.2020;3325;3011;3655;2966;2748;3187;1,38;1,31;1,45;1,27;1,23;1,31
03.10.2020;3289;2947;3627;3098;2833;3367;1,35;1,28;1,42;1,30;1,25;1,35
04.10.2020;3342;2807;3809;3238;2880;3580;1,29;1,21;1,36;1,34;1,27;1,40
05.10.2020;4491;3847;5209;3612;3153;4075;1,29;1,19;1,40;1,36;1,29;1,43
06.10.2020;4673;3845;5542;3949;3361;4547;1,33;1,21;1,44;1,36;1,26;1,45
07.10.2020;4675;3398;5916;4295;3474;5119;1,39;1,23;1,53;1,34;1,23;1,46
08.10.2020;4453;2924;5803;4573;3503;5618;1,41;1,24;1,60;1,26;1,16;1,37
09.10.2020;4035;2577;5687;4459;3186;5737;1,24;1,04;1,42;1,16;1,04;1,29
10.10.2020;3222;1815;4726;4096;2678;5533;1,04;0,84;1,26;.;.;.
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Erläuterung;;;;;;;;;;;;
;;;;;;;;;;;;
Datum: "Datum des Erkrankungsbeginns";;;;;;;;;;;;
Schätzer_Neuerkrankungen: "Punktschätzer der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
UG_PI_Neuerkrankungen "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
OG_PI_Neuerkrankungen "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
Schätzer_Neuerkankungen_ma4 "Punktschätzer der Anzahl Neuerkrankungen";;;;;;;;;;;;
UG_PI_Neuerkrankungen_ma4 "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
OG_PI_Neuerkrankungen_ma4 "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
Schätzer_Reproduktionszahl_R "Punktschätzer der Reproduktionszahl R";;;;;;;;;;;;
UG_PI_Reproduktionszahl_R "Untere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
OG_PI_Reproduktionszahl_R "Obere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
Schätzer_7_Tage_R_Wert "Punktschätzer des 7-Tage-R Wertes" ;;;;;;;;;;;;
UG_PI_7_Tage_R_Wert "Untere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
OG_PI_7_Tage_R_Wert "Obere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
