Datum;Schätzer_Neuerkrankungen;UG_PI_Neuerkrankungen;OG_PI_Neuerkrankungen;Schätzer_Neuerkrankungen_ma4;UG_PI_Neuerkrankungen_ma4;OG_PI_Neuerkrankungen_ma4;Schätzer_Reproduktionszahl_R;UG_PI_Reproduktionszahl_R;OG_PI_Reproduktionszahl_R;Schätzer_7_Tage_R_Wert;UG_PI_7_Tage_R_Wert;OG_PI_7_Tage_R_Wert
31.05.2020;268;250;288;321;300;344;0,74;0,71;0,78;0,88;0,86;0,90
01.06.2020;329;306;351;308;287;331;0,71;0,68;0,75;0,89;0,87;0,91
02.06.2020;440;412;465;331;309;353;0,82;0,78;0,86;0,90;0,87;0,92
03.06.2020;400;379;425;359;337;382;0,98;0,93;1,02;0,92;0,89;0,94
04.06.2020;341;318;367;377;354;402;1,18;1,12;1,23;0,95;0,93;0,98
05.06.2020;319;297;343;375;351;400;1,22;1,16;1,27;0,96;0,93;0,98
06.06.2020;300;278;321;340;318;364;1,03;0,98;1,08;0,96;0,94;0,99
07.06.2020;235;215;254;299;277;321;0,83;0,80;0,87;1,01;0,99;1,04
08.06.2020;412;385;437;317;294;339;0,84;0,81;0,88;1,03;1,00;1,06
09.06.2020;448;421;479;349;325;373;0,93;0,89;0,98;1,04;1,01;1,07
10.06.2020;434;407;462;382;357;408;1,12;1,07;1,18;1,07;1,04;1,09
11.06.2020;369;346;398;416;390;444;1,39;1,33;1,46;1,05;1,03;1,08
12.06.2020;371;346;398;406;380;434;1,28;1,23;1,34;1,07;1,05;1,10
13.06.2020;367;346;390;385;361;412;1,11;1,05;1,16;1,11;1,08;1,13
14.06.2020;358;332;387;366;342;393;0,96;0,91;1,00;1,19;1,16;1,22
15.06.2020;645;612;681;435;409;464;1,05;1,00;1,09;1,42;1,39;1,46
16.06.2020;1115;1078;1152;621;592;652;1,53;1,48;1,59;1,47;1,44;1,51
17.06.2020;661;627;698;695;662;729;1,80;1,73;1,87;1,47;1,43;1,51
18.06.2020;534;503;573;739;705;776;2,02;1,94;2,09;1,42;1,39;1,45
19.06.2020;569;543;598;720;688;755;1,66;1,60;1,73;1,19;1,17;1,21
20.06.2020;471;444;498;559;529;592;0,90;0,87;0,93;1,12;1,11;1,14
21.06.2020;368;343;397;486;458;516;0,70;0,68;0,72;1,04;1,02;1,05
22.06.2020;475;446;509;471;444;500;0,64;0,62;0,66;0,83;0,81;0,84
23.06.2020;430;395;463;436;407;466;0,61;0,59;0,63;0,76;0,75;0,78
24.06.2020;467;439;496;435;406;466;0,78;0,74;0,81;0,73;0,71;0,74
25.06.2020;407;377;437;445;414;476;0,92;0,87;0,96;0,73;0,71;0,74
26.06.2020;430;408;457;434;404;463;0,92;0,88;0,96;0,84;0,82;0,86
27.06.2020;354;332;381;415;389;442;0,95;0,91;0,99;0,87;0,85;0,89
28.06.2020;312;287;336;376;351;403;0,86;0,83;0,90;0,88;0,86;0,91
29.06.2020;420;397;443;379;356;404;0,85;0,81;0,89;0,93;0,91;0,95
30.06.2020;438;413;465;381;357;406;0,88;0,84;0,92;0,94;0,92;0,97
01.07.2020;406;382;426;394;370;417;0,95;0,91;0,99;0,94;0,92;0,96
02.07.2020;336;313;364;400;376;424;1,07;1,02;1,11;0,93;0,90;0,95
03.07.2020;345;323;368;381;358;406;1,01;0,96;1,05;0,90;0,88;0,92
04.07.2020;299;275;320;347;323;370;0,91;0,86;0,96;0,92;0,89;0,94
05.07.2020;293;273;315;318;296;342;0,81;0,77;0,84;0,92;0,90;0,95
06.07.2020;376;353;403;328;306;351;0,82;0,78;0,86;0,93;0,90;0,95
07.07.2020;373;350;399;335;313;359;0,88;0,84;0,91;0,93;0,91;0,95
08.07.2020;356;337;378;349;328;374;1,01;0,96;1,06;0,95;0,93;0,98
09.07.2020;379;352;404;371;348;396;1,17;1,11;1,23;1,00;0,98;1,03
10.07.2020;430;404;457;384;361;409;1,17;1,12;1,23;1,07;1,04;1,10
11.07.2020;387;357;410;388;362;412;1,16;1,10;1,21;1,12;1,09;1,15
12.07.2020;361;337;387;389;362;414;1,11;1,06;1,17;1,17;1,14;1,20
13.07.2020;543;516;574;430;403;457;1,16;1,11;1,21;1,19;1,16;1,21
14.07.2020;514;484;542;451;423;478;1,18;1,13;1,22;1,22;1,20;1,25
15.07.2020;555;526;582;493;466;521;1,27;1,23;1,32;1,23;1,20;1,25
16.07.2020;472;444;499;521;493;549;1,34;1,28;1,40;1,19;1,16;1,22
17.07.2020;534;509;560;519;491;546;1,21;1,15;1,26;1,17;1,14;1,19
18.07.2020;487;459;516;512;485;539;1,13;1,09;1,18;1,14;1,12;1,17
19.07.2020;516;487;548;502;475;531;1,02;0,98;1,05;1,16;1,13;1,18
20.07.2020;690;657;727;557;528;588;1,07;1,03;1,11;1,18;1,15;1,20
21.07.2020;704;673;738;599;569;632;1,16;1,11;1,20;1,19;1,17;1,22
22.07.2020;733;701;770;661;629;696;1,29;1,24;1,34;1,20;1,18;1,23
23.07.2020;688;650;723;704;670;739;1,40;1,36;1,46;1,20;1,18;1,22
24.07.2020;693;663;735;704;671;741;1,27;1,22;1,31;1,17;1,16;1,19
25.07.2020;615;582;645;682;649;718;1,14;1,10;1,18;1,14;1,12;1,17
26.07.2020;606;571;639;650;616;685;0,98;0,95;1,02;1,12;1,10;1,14
27.07.2020;819;780;855;683;649;718;0,97;0,94;1,00;1,09;1,07;1,11
28.07.2020;769;737;808;702;667;737;1,00;0,97;1,03;1,06;1,04;1,09
29.07.2020;741;708;780;734;699;770;1,08;1,04;1,11;1,06;1,04;1,08
30.07.2020;758;724;793;772;737;809;1,19;1,15;1,23;1,05;1,03;1,06
31.07.2020;778;743;818;761;728;800;1,11;1,07;1,15;1,08;1,06;1,10
01.08.2020;822;781;866;775;739;814;1,10;1,06;1,14;1,13;1,11;1,15
02.08.2020;900;861;946;815;777;856;1,11;1,07;1,15;1,17;1,15;1,19
03.08.2020;1081;1037;1134;895;855;941;1,16;1,13;1,20;1,19;1,17;1,21
04.08.2020;979;938;1028;945;904;993;1,24;1,20;1,28;1,19;1,17;1,21
05.08.2020;990;949;1043;987;946;1037;1,27;1,23;1,32;1,17;1,16;1,19
06.08.2020;1005;967;1048;1014;973;1063;1,24;1,20;1,29;1,17;1,15;1,19
07.08.2020;1053;1010;1102;1007;966;1055;1,12;1,08;1,16;1,16;1,14;1,18
08.08.2020;1007;966;1052;1014;973;1061;1,07;1,04;1,11;1,13;1,12;1,16
09.08.2020;1036;994;1084;1025;984;1071;1,04;1,01;1,07;1,14;1,12;1,16
10.08.2020;1404;1352;1454;1125;1080;1173;1,11;1,07;1,15;1,15;1,13;1,16
11.08.2020;1329;1270;1390;1194;1145;1245;1,19;1,15;1,22;1,16;1,14;1,18
12.08.2020;1320;1273;1374;1272;1222;1326;1,26;1,21;1,29;1,19;1,17;1,21
13.08.2020;1342;1294;1383;1349;1297;1400;1,32;1,28;1,35;1,17;1,15;1,19
14.08.2020;1312;1267;1360;1326;1276;1377;1,18;1,14;1,21;1,14;1,13;1,16
15.08.2020;1214;1170;1260;1297;1251;1344;1,09;1,06;1,12;1,12;1,10;1,13
16.08.2020;1175;1131;1229;1261;1215;1308;0,99;0,97;1,02;1,07;1,06;1,09
17.08.2020;1416;1362;1474;1279;1232;1330;0,95;0,92;0,98;1,06;1,04;1,07
18.08.2020;1461;1408;1515;1316;1267;1369;0,99;0,96;1,03;1,03;1,01;1,04
19.08.2020;1300;1257;1356;1338;1289;1393;1,03;1,01;1,06;0,99;0,98;1,01
20.08.2020;1139;1096;1185;1329;1280;1382;1,05;1,02;1,08;0,97;0,96;0,99
21.08.2020;1166;1119;1208;1266;1220;1316;0,99;0,96;1,02;0,95;0,94;0,96
22.08.2020;1117;1058;1157;1180;1132;1227;0,90;0,87;0,92;0,95;0,94;0,96
23.08.2020;1163;1122;1214;1146;1099;1191;0,86;0,83;0,88;0,97;0,96;0,99
24.08.2020;1442;1389;1492;1222;1172;1268;0,92;0,90;0,94;0,98;0,96;0,99
25.08.2020;1324;1274;1372;1261;1211;1309;1,00;0,97;1,03;0,98;0,96;0,99
26.08.2020;1209;1162;1260;1285;1237;1334;1,09;1,06;1,12;0,99;0,97;1,00
27.08.2020;1226;1179;1272;1300;1251;1349;1,13;1,11;1,17;0,98;0,97;1,00
28.08.2020;1139;1097;1180;1224;1178;1271;1,00;0,97;1,03;0,98;0,97;0,99
29.08.2020;965;923;1014;1135;1090;1181;0,90;0,88;0,92;0,97;0,96;0,99
30.08.2020;1032;985;1081;1090;1046;1137;0,85;0,83;0,87;0,95;0,94;0,97
31.08.2020;1352;1308;1399;1122;1078;1168;0,86;0,84;0,88;0,97;0,96;0,99
01.09.2020;1466;1410;1518;1204;1156;1253;0,98;0,96;1,01;1,00;0,99;1,02
02.09.2020;1329;1280;1383;1295;1246;1345;1,14;1,11;1,17;1,02;1,01;1,04
03.09.2020;1261;1219;1311;1352;1304;1403;1,24;1,21;1,28;1,05;1,04;1,07
04.09.2020;1269;1217;1315;1331;1281;1382;1,19;1,15;1,22;1,06;1,04;1,07
05.09.2020;1168;1119;1213;1257;1209;1305;1,04;1,02;1,07;1,07;1,06;1,09
06.09.2020;1300;1249;1346;1249;1201;1296;0,96;0,94;0,99;1,10;1,09;1,11
07.09.2020;1602;1551;1654;1335;1284;1382;0,99;0,96;1,01;1,10;1,09;1,11
08.09.2020;1601;1556;1643;1418;1369;1464;1,07;1,04;1,09;1,11;1,09;1,12
09.09.2020;1626;1580;1676;1532;1484;1579;1,22;1,19;1,25;1,12;1,10;1,13
10.09.2020;1647;1590;1693;1619;1569;1666;1,30;1,27;1,32;1,13;1,11;1,14
11.09.2020;1640;1594;1686;1628;1580;1675;1,22;1,19;1,25;1,15;1,14;1,17
12.09.2020;1538;1477;1593;1612;1560;1662;1,14;1,11;1,17;1,14;1,13;1,16
13.09.2020;1595;1529;1651;1605;1547;1656;1,05;1,03;1,07;1,15;1,14;1,17
14.09.2020;2141;2079;2209;1728;1670;1785;1,07;1,05;1,09;1,15;1,14;1,16
15.09.2020;1985;1916;2057;1815;1750;1877;1,11;1,09;1,14;1,13;1,12;1,15
16.09.2020;1878;1811;1936;1900;1834;1963;1,18;1,15;1,20;1,11;1,10;1,13
17.09.2020;1733;1672;1797;1934;1869;2000;1,21;1,18;1,23;1,07;1,05;1,08
18.09.2020;1724;1654;1802;1830;1763;1898;1,06;1,04;1,08;1,03;1,02;1,05
19.09.2020;1526;1461;1611;1715;1649;1787;0,95;0,92;0,97;1,02;1,00;1,03
20.09.2020;1645;1577;1714;1657;1591;1731;0,87;0,85;0,89;1,01;1,00;1,03
21.09.2020;2203;2130;2268;1774;1705;1849;0,92;0,89;0,94;1,02;1,01;1,04
22.09.2020;2151;2053;2277;1881;1805;1967;1,03;1,00;1,06;1,04;1,02;1,06
23.09.2020;2099;1987;2206;2025;1937;2116;1,18;1,15;1,22;1,06;1,04;1,08
24.09.2020;2066;1944;2178;2130;2028;2232;1,29;1,25;1,33;1,09;1,07;1,12
25.09.2020;2160;2029;2292;2119;2003;2238;1,19;1,16;1,24;1,11;1,09;1,13
26.09.2020;1943;1823;2059;2067;1946;2184;1,10;1,07;1,14;1,11;1,09;1,13
27.09.2020;1909;1762;2075;2019;1890;2151;1,00;0,96;1,04;1,12;1,09;1,15
28.09.2020;2645;2384;2906;2164;2000;2333;1,02;0,97;1,06;1,13;1,10;1,17
29.09.2020;2859;2534;3178;2339;2126;2554;1,10;1,04;1,16;1,15;1,11;1,20
30.09.2020;2880;2485;3294;2573;2291;2863;1,25;1,17;1,33;1,20;1,15;1,25
01.10.2020;3044;2578;3547;2857;2495;3231;1,42;1,31;1,51;1,25;1,18;1,30
02.10.2020;3422;2724;4070;3051;2580;3522;1,41;1,27;1,53;1,28;1,21;1,38
03.10.2020;3389;2495;4304;3184;2571;3804;1,36;1,23;1,55;1,32;1,23;1,41
04.10.2020;3463;2534;4594;3330;2583;4129;1,29;1,14;1,46;1,39;1,24;1,54
05.10.2020;5095;3149;6865;3842;2726;4958;1,35;1,11;1,59;1,43;1,19;1,65
06.10.2020;5418;2713;8333;4341;2723;6024;1,42;1,06;1,77;.;.;.
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Erläuterung;;;;;;;;;;;;
;;;;;;;;;;;;
Datum: "Datum des Erkrankungsbeginns";;;;;;;;;;;;
Schätzer_Neuerkrankungen: "Punktschätzer der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
UG_PI_Neuerkrankungen "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
OG_PI_Neuerkrankungen "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
Schätzer_Neuerkankungen_ma4 "Punktschätzer der Anzahl Neuerkrankungen";;;;;;;;;;;;
UG_PI_Neuerkrankungen_ma4 "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
OG_PI_Neuerkrankungen_ma4 "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
Schätzer_Reproduktionszahl_R "Punktschätzer der Reproduktionszahl R";;;;;;;;;;;;
UG_PI_Reproduktionszahl_R "Untere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
OG_PI_Reproduktionszahl_R "Obere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
Schätzer_7_Tage_R_Wert "Punktschätzer des 7-Tage-R Wertes" ;;;;;;;;;;;;
UG_PI_7_Tage_R_Wert "Untere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
OG_PI_7_Tage_R_Wert "Obere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
